text,priority,sentiment
Water leakage in lab since yesterday,Medium,Calm
Exam results are delayed please update since yesterday,Medium,Calm
Exam hall arrangements very poor in Block C,High,Frustrated
Urgent: exam timetable is confusing,Medium,Frustrated
WiFi is a bit slow but okay since yesterday,Low,Calm
Urgent: wifi is slow and affecting studies,Medium,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
IT issues disrupting submissions since yesterday,High,Frustrated
Canteen food could be better in Block C,Low,Calm
Canteen food could be better multiple times reported,Low,Calm
Bus timing is manageable multiple times reported,Low,Calm
Faculty is not responding to doubts multiple times reported,Medium,Frustrated
Hostel water issue happening repeatedly in Block C,High,Frustrated
Library closes slightly early multiple times reported,Low,Calm
Bus overcrowding causing problems since yesterday,High,Frustrated
Faculty missing classes frequently multiple times reported,High,Frustrated
Urgent: wifi is slow and affecting studies,Medium,Frustrated
Classroom is too warm in Block C,Low,Frustrated
Bus timing is manageable since yesterday,Low,Calm
Urgent: faculty is not responding to doubts,Medium,Frustrated
Canteen food could be better in Block C,Low,Calm
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Projector not working in seminar hall multiple times reported,Medium,Calm
Exam results are delayed please update,Medium,Calm
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Urgent: faculty missing classes frequently,High,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Urgent: exam hall arrangements very poor,High,Frustrated
Fees portal keeps failing,Medium,Frustrated
Classroom fan makes noise,Low,Calm
WiFi is a bit slow but okay in Block C,Low,Calm
Bus overcrowding causing problems,High,Frustrated
Exam timetable is confusing since yesterday,Medium,Frustrated
WiFi completely down and nobody responds in Block C,High,Angry
WiFi is a bit slow but okay,Low,Calm
Internal marks not showing in portal in Block C,Medium,Calm
Urgent: internal marks not showing in portal,Medium,Calm
Urgent: library seating is insufficient,Low,Frustrated
Urgent: exam hall arrangements very poor,High,Frustrated
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Library seating is insufficient since yesterday,Low,Frustrated
Canteen prices are high and irritating since yesterday,Low,Frustrated
Bus timing is manageable,Low,Calm
Faculty is not responding to doubts in Block C,Medium,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Urgent: water leakage in lab,Medium,Calm
Exam timetable is confusing since yesterday,Medium,Frustrated
Urgent: classroom is too warm,Low,Frustrated
Projector not working in seminar hall,Medium,Calm
WiFi completely down and nobody responds in Block C,High,Angry
Urgent: internal marks not showing in portal,Medium,Calm
WiFi is a bit slow but okay in Block C,Low,Calm
Exam results are delayed please update in Block C,Medium,Calm
Ragging happening and no action taken since yesterday,High,Angry
Internal marks not showing in portal multiple times reported,Medium,Calm
Ragging happening and no action taken since yesterday,High,Angry
Library closes slightly early in Block C,Low,Calm
Urgent: wifi is slow and affecting studies,Medium,Frustrated
Urgent: wifi completely down and nobody responds,High,Angry
IT issues disrupting submissions,High,Frustrated
Urgent: bus is late again and it's annoying,Medium,Frustrated
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Parking space is poorly managed since yesterday,Low,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Bus is late again and it's annoying since yesterday,Medium,Frustrated
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Parking space is poorly managed in Block C,Low,Frustrated
WiFi is a bit slow but okay multiple times reported,Low,Calm
Internal marks not showing in portal,Medium,Calm
Urgent: exam results are delayed please update,Medium,Calm
Urgent: internal marks not showing in portal,Medium,Calm
Urgent: safety issue reported multiple times ignored,High,Angry
WiFi is slow and affecting studies,Medium,Frustrated
Urgent: hostel water issue happening repeatedly,High,Frustrated
Exam results are delayed please update,Medium,Calm
Bonafide certificate request pending,Medium,Calm
Hostel water issue happening repeatedly multiple times reported,High,Frustrated
Canteen prices are high and irritating,Low,Frustrated
Faculty is not responding to doubts in Block C,Medium,Frustrated
Exam results are delayed please update in Block C,Medium,Calm
WiFi is a bit slow but okay since yesterday,Low,Calm
Sports equipment is damaged,Low,Frustrated
Faculty missing classes frequently,High,Frustrated
Fees portal keeps failing multiple times reported,Medium,Frustrated
Bus is late again and it's annoying,Medium,Frustrated
Urgent: safety issue reported multiple times ignored,High,Angry
Water leakage in lab,Medium,Calm
Urgent: classroom fan makes noise,Low,Calm
Classroom fan makes noise multiple times reported,Low,Calm
Library closes slightly early,Low,Calm
Bus did not come and students are stranded multiple times reported,High,Angry
Urgent: projector not working in seminar hall,Medium,Calm
Faculty is not responding to doubts,Medium,Frustrated
Urgent: it issues disrupting submissions,High,Frustrated
Urgent: classroom is too warm,Low,Frustrated
Urgent: bus did not come and students are stranded,High,Angry
Hostel bathroom is filthy and unacceptable,High,Angry
Library seating is insufficient in Block C,Low,Frustrated
Canteen prices are high and irritating in Block C,Low,Frustrated
Fees portal keeps failing multiple times reported,Medium,Frustrated
Exam timetable is confusing multiple times reported,Medium,Frustrated
Fees portal keeps failing,Medium,Frustrated
Safety issue reported multiple times ignored in Block C,High,Angry
Urgent: exam results are delayed please update,Medium,Calm
Library seating is insufficient in Block C,Low,Frustrated
Sports equipment is damaged multiple times reported,Low,Frustrated
Urgent: faculty is not responding to doubts,Medium,Frustrated
Library closes slightly early in Block C,Low,Calm
Urgent: bus did not come and students are stranded,High,Angry
Faculty is not responding to doubts since yesterday,Medium,Frustrated
IT issues disrupting submissions,High,Frustrated
Library seating is insufficient in Block C,Low,Frustrated
Urgent: sports equipment is damaged,Low,Frustrated
IT issues disrupting submissions,High,Frustrated
Bus is late again and it's annoying in Block C,Medium,Frustrated
Parking space is poorly managed multiple times reported,Low,Frustrated
Urgent: ragging happening and no action taken,High,Angry
Sports equipment is damaged since yesterday,Low,Frustrated
Sports equipment is damaged multiple times reported,Low,Frustrated
Urgent: wifi is slow and affecting studies,Medium,Frustrated
Library seating is insufficient in Block C,Low,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Projector not working in seminar hall in Block C,Medium,Calm
Projector not working in seminar hall since yesterday,Medium,Calm
Sports equipment is damaged multiple times reported,Low,Frustrated
Hostel water issue happening repeatedly since yesterday,High,Frustrated
Urgent: hostel water issue happening repeatedly,High,Frustrated
Canteen food could be better in Block C,Low,Calm
Library closes slightly early in Block C,Low,Calm
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Ragging happening and no action taken since yesterday,High,Angry
Urgent: classroom fan makes noise,Low,Calm
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Projector not working in seminar hall,Medium,Calm
Classroom is too warm since yesterday,Low,Frustrated
Canteen prices are high and irritating in Block C,Low,Frustrated
Internal marks not showing in portal since yesterday,Medium,Calm
Bus did not come and students are stranded,High,Angry
Urgent: exam hall arrangements very poor,High,Frustrated
WiFi is a bit slow but okay since yesterday,Low,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
Faculty is not responding to doubts multiple times reported,Medium,Frustrated
Urgent: wifi is a bit slow but okay,Low,Calm
Urgent: faculty is not responding to doubts,Medium,Frustrated
Canteen food could be better in Block C,Low,Calm
Faculty is not responding to doubts multiple times reported,Medium,Frustrated
Faculty is not responding to doubts in Block C,Medium,Frustrated
Urgent: bus is late again and it's annoying,Medium,Frustrated
Bus timing is manageable since yesterday,Low,Calm
IT issues disrupting submissions since yesterday,High,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Internal marks not showing in portal,Medium,Calm
Ragging happening and no action taken in Block C,High,Angry
Urgent: exam timetable is confusing,Medium,Frustrated
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Sports equipment is damaged since yesterday,Low,Frustrated
Bus did not come and students are stranded multiple times reported,High,Angry
Bus is late again and it's annoying,Medium,Frustrated
Urgent: fees portal keeps failing,Medium,Frustrated
Bus is late again and it's annoying in Block C,Medium,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Library closes slightly early multiple times reported,Low,Calm
Bus did not come and students are stranded,High,Angry
Hostel water issue happening repeatedly since yesterday,High,Frustrated
Urgent: ragging happening and no action taken,High,Angry
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Urgent: internal marks not showing in portal,Medium,Calm
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Urgent: faculty missing classes frequently,High,Frustrated
WiFi completely down and nobody responds since yesterday,High,Angry
Bus did not come and students are stranded in Block C,High,Angry
Canteen prices are high and irritating,Low,Frustrated
Urgent: it issues disrupting submissions,High,Frustrated
Fees portal keeps failing multiple times reported,Medium,Frustrated
Library closes slightly early in Block C,Low,Calm
Water leakage in lab in Block C,Medium,Calm
Faculty is not responding to doubts in Block C,Medium,Frustrated
